250-5,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
250-6,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
250-7,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
250-8,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
250-9,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-0,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-1,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-2,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-3,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-4,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-5,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-6,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-7,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-8,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
300-9,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-0,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-1,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-2,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-3,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-4,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-5,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-6,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-7,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-8,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
350-9,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-0,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-1,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-2,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-3,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-4,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-5,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-6,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-7,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-8,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
400-9,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-0,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-1,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-2,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-3,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-4,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-5,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-6,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-7,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-8,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
450-9,(3.7266788943606333, -2.194367570218345),3.7266788943606333,-2.194367570218345
5-0,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-1,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-2,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-3,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-4,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-5,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-6,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-7,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-8,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-9,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-0,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-1,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-2,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-3,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-4,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-5,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-6,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-7,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-8,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
10-9,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-0,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-1,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-2,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-3,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-4,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-5,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-6,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-7,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-8,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
15-9,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-0,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-1,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-2,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-3,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-4,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-5,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-6,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-7,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-8,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
20-9,(3.7775140851586504, -2.0729454982516677),3.7775140851586504,-2.0729454982516677
5-0,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-1,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-2,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-3,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-4,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-5,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-6,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-7,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-8,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-9,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-0,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-1,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-2,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-3,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-4,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-5,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-6,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-7,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-8,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
10-9,(3.7150377929018408, -2.1427785126898318),3.7150377929018408,-2.1427785126898318
5-0,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-1,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-2,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-3,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-4,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-5,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-6,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-7,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-8,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
5-9,(3.703331581800576, -2.1240535051359886),3.5643704967867627,-2.042750495580081
10-0,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-1,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-2,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-3,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-4,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-5,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-6,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-7,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-8,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
10-9,(3.703331581800576, -2.1240535051359886),3.259512936729106,-2.040805183755931
5-0,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-1,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-2,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-3,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-4,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-5,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-6,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-7,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-8,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-9,(3.7675523655077345, -2.2919325582396937),3.589857450164158,-2.4152124543401303
5-0,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-1,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-2,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-3,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-4,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-5,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-6,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-7,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-8,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
5-9,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-0,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-1,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
10-2,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-3,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
10-4,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-5,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
10-6,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-7,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
10-8,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
10-9,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
15-0,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
15-1,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
15-2,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
15-3,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
15-4,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
15-5,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
15-6,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
15-7,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
15-8,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
15-9,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
20-0,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
20-1,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
20-2,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
20-3,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
20-4,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
20-5,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
20-6,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
20-7,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
20-8,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
20-9,(3.79442297363571, -2.309136924648989),3.446506894574184,-2.4035408654395054
25-0,(3.79442297363571, -2.309136924648989),2.4746980284724693,-3.4384232173036278
25-1,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
25-2,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
25-3,(3.79442297363571, -2.309136924648989),2.4746980284724693,-3.4384232173036278
25-4,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
25-5,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
25-6,(3.79442297363571, -2.309136924648989),2.4746980284724693,-3.4384232173036278
25-7,(3.79442297363571, -2.309136924648989),3.2747445429117983,-2.614349821201083
25-8,(3.79442297363571, -2.309136924648989),2.6924272284785706,-3.1897918381664394
25-9,(3.79442297363571, -2.309136924648989),2.4746980284724693,-3.4384232173036278
5-0,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-1,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-2,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-3,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-4,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-5,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-6,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-7,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-8,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
5-9,(3.7654264928434804, -2.305192730719495),3.7909199817011077,-2.3255308016779814
10-0,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-1,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-2,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-3,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-4,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-5,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-6,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-7,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-8,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
10-9,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-0,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-1,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
15-2,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-3,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
15-4,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-5,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
15-6,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-7,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
15-8,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
15-9,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
20-0,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
20-1,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
20-2,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
20-3,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
20-4,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
20-5,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
20-6,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
20-7,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
20-8,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
20-9,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
25-0,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
25-1,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
25-2,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
25-3,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
25-4,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
25-5,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
25-6,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
25-7,(3.7654264928434804, -2.305192730719495),3.342504322044096,-1.6653093957237297
25-8,(3.7654264928434804, -2.305192730719495),3.2633509995271828,-1.9346096892231366
25-9,(3.7654264928434804, -2.305192730719495),3.6541591714811,-2.0019682921614192
5-0,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-1,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-2,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-3,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-4,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-5,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-6,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-7,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-8,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
5-9,(3.7611216820307325, -2.08378470376186),3.594308624714745,-2.075149232235637
10-0,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-1,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-2,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-3,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-4,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-5,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-6,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-7,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-8,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
10-9,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
15-0,(3.7611216820307325, -2.08378470376186),3.334109706636476,-2.593345373582139
15-1,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
15-2,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
15-3,(3.7611216820307325, -2.08378470376186),3.334109706636476,-2.593345373582139
15-4,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
15-5,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
15-6,(3.7611216820307325, -2.08378470376186),3.334109706636476,-2.593345373582139
15-7,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
15-8,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
15-9,(3.7611216820307325, -2.08378470376186),3.334109706636476,-2.593345373582139
20-0,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
20-1,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
20-2,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
20-3,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
20-4,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
20-5,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
20-6,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
20-7,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
20-8,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
20-9,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
25-0,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
25-1,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
25-2,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
25-3,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
25-4,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
25-5,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
25-6,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
25-7,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
25-8,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
25-9,(3.7611216820307325, -2.08378470376186),3.1278361738243095,-2.908539760153628
30-0,(3.7611216820307325, -2.08378470376186),2.977594625953882,-3.00115739260509
30-1,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
30-2,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
30-3,(3.7611216820307325, -2.08378470376186),2.977594625953882,-3.00115739260509
30-4,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
30-5,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
30-6,(3.7611216820307325, -2.08378470376186),2.977594625953882,-3.00115739260509
30-7,(3.7611216820307325, -2.08378470376186),3.3739437960243626,-2.591529300031485
30-8,(3.7611216820307325, -2.08378470376186),3.406054104606111,-2.283925703251312
